Date;Euro
8/10/2022 15:00:00;€ € 50,01
8/10/2022 14:00:00;€ € -32,91
8/10/2022 13:00:00;€ € -41,78
8/10/2022 12:00:00;€ € -76,37
8/10/2022 11:00:00;€ € 3,79
8/10/2022 10:00:00;€ € 100,00
8/10/2022 9:00:00;€ € 167,50
8/10/2022 8:00:00;€ € 174,47
8/10/2022 7:00:00;€ € 168,84
8/10/2022 6:00:00;€ € 163,81
8/10/2022 5:00:00;€ € 139,59
8/10/2022 4:00:00;€ € 131,36
8/10/2022 3:00:00;€ € 127,38
8/10/2022 2:00:00;€ € 131,14
8/10/2022 1:00:00;€ € 126,64
8/10/2022 0:00:00;€ € 133,60
7/10/2022 23:00:00;€ € 149,00
7/10/2022 22:00:00;€ € 169,68
7/10/2022 21:00:00;€ € 154,30
7/10/2022 20:00:00;€ € 213,03
7/10/2022 19:00:00;€ € 270,13
7/10/2022 18:00:00;€ € 268,46
7/10/2022 17:00:00;€ € 106,51
7/10/2022 16:00:00;€ € 135,10
7/10/2022 15:00:00;€ € 151,19
7/10/2022 14:00:00;€ € 106,59
7/10/2022 13:00:00;€ € 16,94
7/10/2022 12:00:00;€ € 70,00
7/10/2022 11:00:00;€ € 189,80
7/10/2022 10:00:00;€ € 155,30
7/10/2022 9:00:00;€ € 173,98
7/10/2022 8:00:00;€ € 350,74
7/10/2022 7:00:00;€ € 335,77
7/10/2022 6:00:00;€ € 159,67
7/10/2022 5:00:00;€ € 122,69
7/10/2022 4:00:00;€ € 151,00
7/10/2022 3:00:00;€ € 160,00
7/10/2022 2:00:00;€ € 105,46
7/10/2022 1:00:00;€ € 147,47
7/10/2022 0:00:00;€ € 155,18
6/10/2022 23:00:00;€ € 167,55
6/10/2022 22:00:00;€ € 173,45
6/10/2022 21:00:00;€ € 200,00
6/10/2022 20:00:00;€ € 192,59
6/10/2022 19:00:00;€ € 380,58
6/10/2022 18:00:00;€ € 249,60
6/10/2022 17:00:00;€ € 120,50
6/10/2022 16:00:00;€ € 150,00
6/10/2022 15:00:00;€ € 174,07
6/10/2022 14:00:00;€ € 172,54
6/10/2022 13:00:00;€ € 171,00
6/10/2022 12:00:00;€ € 191,55
6/10/2022 11:00:00;€ € 173,32
6/10/2022 10:00:00;€ € 150,01
6/10/2022 9:00:00;€ € 176,00
6/10/2022 8:00:00;€ € 309,02
6/10/2022 7:00:00;€ € 273,68
6/10/2022 6:00:00;€ € 212,83
6/10/2022 5:00:00;€ € 139,63
6/10/2022 4:00:00;€ € 148,79
6/10/2022 3:00:00;€ € 87,10
6/10/2022 2:00:00;€ € 149,22
6/10/2022 1:00:00;€ € 155,17
6/10/2022 0:00:00;€ € 137,08
5/10/2022 23:00:00;€ € 159,43
5/10/2022 22:00:00;€ € 182,40
5/10/2022 21:00:00;€ € 190,67
5/10/2022 20:00:00;€ € 188,14
5/10/2022 19:00:00;€ € 241,10
5/10/2022 18:00:00;€ € 209,60
5/10/2022 17:00:00;€ € 180,64
5/10/2022 16:00:00;€ € 81,93
5/10/2022 15:00:00;€ € 36,89
5/10/2022 14:00:00;€ € 24,97
5/10/2022 13:00:00;€ € 50,95
5/10/2022 12:00:00;€ € 32,38
5/10/2022 11:00:00;€ € 57,18
5/10/2022 10:00:00;€ € 107,23
5/10/2022 9:00:00;€ € 190,50
5/10/2022 8:00:00;€ € 234,14
5/10/2022 7:00:00;€ € 227,02
5/10/2022 6:00:00;€ € 178,00
5/10/2022 5:00:00;€ € 101,15
5/10/2022 4:00:00;€ € 122,32
5/10/2022 3:00:00;€ € 110,97
5/10/2022 2:00:00;€ € 157,72
5/10/2022 1:00:00;€ € 177,19
5/10/2022 0:00:00;€ € 192,31
4/10/2022 23:00:00;€ € 147,03
4/10/2022 22:00:00;€ € 164,90
4/10/2022 21:00:00;€ € 169,10
4/10/2022 20:00:00;€ € 252,00
4/10/2022 19:00:00;€ € 252,00
4/10/2022 18:00:00;€ € 377,37
4/10/2022 17:00:00;€ € 183,90
4/10/2022 16:00:00;€ € 165,27
4/10/2022 15:00:00;€ € 139,66
4/10/2022 14:00:00;€ € 134,92
4/10/2022 13:00:00;€ € 148,73
4/10/2022 12:00:00;€ € 147,51
4/10/2022 11:00:00;€ € 154,00
4/10/2022 10:00:00;€ € 184,79
4/10/2022 9:00:00;€ € 209,00
4/10/2022 8:00:00;€ € 497,39
4/10/2022 7:00:00;€ € 427,50
4/10/2022 6:00:00;€ € 329,97
4/10/2022 5:00:00;€ € 196,92
4/10/2022 4:00:00;€ € 187,69
4/10/2022 3:00:00;€ € 169,10
4/10/2022 2:00:00;€ € 206,26
4/10/2022 1:00:00;€ € 196,63
4/10/2022 0:00:00;€ € 223,28
3/10/2022 23:00:00;€ € 284,30
3/10/2022 22:00:00;€ € 318,42
3/10/2022 21:00:00;€ € 321,30
3/10/2022 20:00:00;€ € 379,85
3/10/2022 19:00:00;€ € 469,17
3/10/2022 18:00:00;€ € 391,11
3/10/2022 17:00:00;€ € 333,50
3/10/2022 16:00:00;€ € 225,10
3/10/2022 15:00:00;€ € 185,24
3/10/2022 14:00:00;€ € 213,51
3/10/2022 13:00:00;€ € 189,53
3/10/2022 12:00:00;€ € 237,66
3/10/2022 11:00:00;€ € 267,75
3/10/2022 10:00:00;€ € 275,13
3/10/2022 9:00:00;€ € 370,89
3/10/2022 8:00:00;€ € 376,31
3/10/2022 7:00:00;€ € 316,63
3/10/2022 6:00:00;€ € 294,68
3/10/2022 5:00:00;€ € 203,13
3/10/2022 4:00:00;€ € 194,10
3/10/2022 3:00:00;€ € 188,41
3/10/2022 2:00:00;€ € 210,98
3/10/2022 1:00:00;€ € 189,91
3/10/2022 0:00:00;€ € 197,95
2/10/2022 23:00:00;€ € 231,63
2/10/2022 22:00:00;€ € 272,02
2/10/2022 21:00:00;€ € 303,25
2/10/2022 20:00:00;€ € 369,53
2/10/2022 19:00:00;€ € 378,27
2/10/2022 18:00:00;€ € 281,93
2/10/2022 17:00:00;€ € 213,94
2/10/2022 16:00:00;€ € 204,42
2/10/2022 15:00:00;€ € 100,43
2/10/2022 14:00:00;€ € 81,54
2/10/2022 13:00:00;€ € 129,85
2/10/2022 12:00:00;€ € 195,29
2/10/2022 11:00:00;€ € 153,49
2/10/2022 10:00:00;€ € 154,44
2/10/2022 9:00:00;€ € 181,53
2/10/2022 8:00:00;€ € 158,15
2/10/2022 7:00:00;€ € 202,10
2/10/2022 6:00:00;€ € 135,08
2/10/2022 5:00:00;€ € 117,21
2/10/2022 4:00:00;€ € 101,25
2/10/2022 3:00:00;€ € 99,08
2/10/2022 2:00:00;€ € 123,10
2/10/2022 1:00:00;€ € 70,00
2/10/2022 0:00:00;€ € 128,18
1/10/2022 23:00:00;€ € 122,46
1/10/2022 22:00:00;€ € 149,25
1/10/2022 21:00:00;€ € 172,90
1/10/2022 20:00:00;€ € 218,65
1/10/2022 19:00:00;€ € 229,30
1/10/2022 18:00:00;€ € 195,05
1/10/2022 17:00:00;€ € 137,80
1/10/2022 16:00:00;€ € 71,64
1/10/2022 15:00:00;€ € 63,73
1/10/2022 14:00:00;€ € 64,32
1/10/2022 13:00:00;€ € 74,04
1/10/2022 12:00:00;€ € 92,28
1/10/2022 11:00:00;€ € 107,82
1/10/2022 10:00:00;€ € 112,92
1/10/2022 9:00:00;€ € 134,28
1/10/2022 8:00:00;€ € 120,03
1/10/2022 7:00:00;€ € 98,37
1/10/2022 6:00:00;€ € 15,02
1/10/2022 5:00:00;€ € 28,06
1/10/2022 4:00:00;€ € 16,91
1/10/2022 3:00:00;€ € 21,48
1/10/2022 2:00:00;€ € 50,00
1/10/2022 1:00:00;€ € 63,59
1/10/2022 0:00:00;€ € 96,70
30/09/2022 23:00:00;€ € 111,54
30/09/2022 22:00:00;€ € 131,72
30/09/2022 21:00:00;€ € 176,66
30/09/2022 20:00:00;€ € 288,29
30/09/2022 19:00:00;€ € 333,86
30/09/2022 18:00:00;€ € 316,36
30/09/2022 17:00:00;€ € 266,66
30/09/2022 16:00:00;€ € 194,34
30/09/2022 15:00:00;€ € 110,83
30/09/2022 14:00:00;€ € 123,81
30/09/2022 13:00:00;€ € 210,94
30/09/2022 12:00:00;€ € 106,31
30/09/2022 11:00:00;€ € 236,96
30/09/2022 10:00:00;€ € 320,07
30/09/2022 9:00:00;€ € 279,77
30/09/2022 8:00:00;€ € 512,10
30/09/2022 7:00:00;€ € 524,00
30/09/2022 6:00:00;€ € 429,99
30/09/2022 5:00:00;€ € 348,44
30/09/2022 4:00:00;€ € 324,80
30/09/2022 3:00:00;€ € 322,42
30/09/2022 2:00:00;€ € 325,03
30/09/2022 1:00:00;€ € 336,10
30/09/2022 0:00:00;€ € 349,44
29/09/2022 23:00:00;€ € 374,46
29/09/2022 22:00:00;€ € 397,03
29/09/2022 21:00:00;€ € 424,99
29/09/2022 20:00:00;€ € 520,00
29/09/2022 19:00:00;€ € 605,00
29/09/2022 18:00:00;€ € 523,19
29/09/2022 17:00:00;€ € 445,01
29/09/2022 16:00:00;€ € 344,10
29/09/2022 15:00:00;€ € 323,83
29/09/2022 14:00:00;€ € 326,38
29/09/2022 13:00:00;€ € 336,10
29/09/2022 12:00:00;€ € 298,59
29/09/2022 11:00:00;€ € 359,87
29/09/2022 10:00:00;€ € 314,00
29/09/2022 9:00:00;€ € 349,30
29/09/2022 8:00:00;€ € 583,10
29/09/2022 7:00:00;€ € 569,93
29/09/2022 6:00:00;€ € 440,07
29/09/2022 5:00:00;€ € 345,53
29/09/2022 4:00:00;€ € 320,00
29/09/2022 3:00:00;€ € 315,19
29/09/2022 2:00:00;€ € 326,14
29/09/2022 1:00:00;€ € 336,51
29/09/2022 0:00:00;€ € 351,45
28/09/2022 23:00:00;€ € 361,80
28/09/2022 22:00:00;€ € 372,61
28/09/2022 21:00:00;€ € 419,99
28/09/2022 20:00:00;€ € 510,00
28/09/2022 19:00:00;€ € 640,42
28/09/2022 18:00:00;€ € 509,53
28/09/2022 17:00:00;€ € 435,59
28/09/2022 16:00:00;€ € 384,98
28/09/2022 15:00:00;€ € 346,68
28/09/2022 14:00:00;€ € 283,17
28/09/2022 13:00:00;€ € 315,04
28/09/2022 12:00:00;€ € 314,25
28/09/2022 11:00:00;€ € 375,84
28/09/2022 10:00:00;€ € 376,73
28/09/2022 9:00:00;€ € 394,68
28/09/2022 8:00:00;€ € 500,38
28/09/2022 7:00:00;€ € 472,63
28/09/2022 6:00:00;€ € 383,17
28/09/2022 5:00:00;€ € 307,13
28/09/2022 4:00:00;€ € 273,77
28/09/2022 3:00:00;€ € 242,98
28/09/2022 2:00:00;€ € 245,94
28/09/2022 1:00:00;€ € 275,78
28/09/2022 0:00:00;€ € 306,42
27/09/2022 23:00:00;€ € 319,71
27/09/2022 22:00:00;€ € 333,69
27/09/2022 21:00:00;€ € 351,43
27/09/2022 20:00:00;€ € 403,70
27/09/2022 19:00:00;€ € 424,06
27/09/2022 18:00:00;€ € 384,54
27/09/2022 17:00:00;€ € 365,45
27/09/2022 16:00:00;€ € 307,24
27/09/2022 15:00:00;€ € 292,16
27/09/2022 14:00:00;€ € 275,19
27/09/2022 13:00:00;€ € 226,16
27/09/2022 12:00:00;€ € 200,38
27/09/2022 11:00:00;€ € 169,81
27/09/2022 10:00:00;€ € 164,00
27/09/2022 9:00:00;€ € 169,80
27/09/2022 8:00:00;€ € 385,38
27/09/2022 7:00:00;€ € 400,00
27/09/2022 6:00:00;€ € 258,30
27/09/2022 5:00:00;€ € 183,00
27/09/2022 4:00:00;€ € 167,35
27/09/2022 3:00:00;€ € 151,30
27/09/2022 2:00:00;€ € 169,80
27/09/2022 1:00:00;€ € 180,24
27/09/2022 0:00:00;€ € 190,95
26/09/2022 23:00:00;€ € 263,91
26/09/2022 22:00:00;€ € 299,65
26/09/2022 21:00:00;€ € 329,70
26/09/2022 20:00:00;€ € 396,58
26/09/2022 19:00:00;€ € 417,71
26/09/2022 18:00:00;€ € 389,01
26/09/2022 17:00:00;€ € 310,17
26/09/2022 16:00:00;€ € 197,39
26/09/2022 15:00:00;€ € 176,31
26/09/2022 14:00:00;€ € 186,30
26/09/2022 13:00:00;€ € 192,76
26/09/2022 12:00:00;€ € 213,39
26/09/2022 11:00:00;€ € 243,70
26/09/2022 10:00:00;€ € 246,70
26/09/2022 9:00:00;€ € 250,68
26/09/2022 8:00:00;€ € 259,14
26/09/2022 7:00:00;€ € 268,94
26/09/2022 6:00:00;€ € 201,23
26/09/2022 5:00:00;€ € 139,61
26/09/2022 4:00:00;€ € 94,45
26/09/2022 3:00:00;€ € 119,80
26/09/2022 2:00:00;€ € 157,15
26/09/2022 1:00:00;€ € 179,85
26/09/2022 0:00:00;€ € 248,77
25/09/2022 23:00:00;€ € 294,43
25/09/2022 22:00:00;€ € 348,17
25/09/2022 21:00:00;€ € 369,97
25/09/2022 20:00:00;€ € 393,99
25/09/2022 19:00:00;€ € 412,16
25/09/2022 18:00:00;€ € 380,09
25/09/2022 17:00:00;€ € 326,13
25/09/2022 16:00:00;€ € 227,20
25/09/2022 15:00:00;€ € 194,32
25/09/2022 14:00:00;€ € 185,00
25/09/2022 13:00:00;€ € 196,30
25/09/2022 12:00:00;€ € 220,77
25/09/2022 11:00:00;€ € 241,64
25/09/2022 10:00:00;€ € 249,57
25/09/2022 9:00:00;€ € 290,27
25/09/2022 8:00:00;€ € 278,74
25/09/2022 7:00:00;€ € 239,90
25/09/2022 6:00:00;€ € 228,14
25/09/2022 5:00:00;€ € 197,60
25/09/2022 4:00:00;€ € 194,40
25/09/2022 3:00:00;€ € 215,16
25/09/2022 2:00:00;€ € 215,24
25/09/2022 1:00:00;€ € 230,00
25/09/2022 0:00:00;€ € 268,66
24/09/2022 23:00:00;€ € 314,97
24/09/2022 22:00:00;€ € 362,73
24/09/2022 21:00:00;€ € 372,04
24/09/2022 20:00:00;€ € 410,30
24/09/2022 19:00:00;€ € 434,85
24/09/2022 18:00:00;€ € 403,63
24/09/2022 17:00:00;€ € 374,49
24/09/2022 16:00:00;€ € 357,00
24/09/2022 15:00:00;€ € 317,11
24/09/2022 14:00:00;€ € 299,00
24/09/2022 13:00:00;€ € 298,29
24/09/2022 12:00:00;€ € 337,43
24/09/2022 11:00:00;€ € 363,49
24/09/2022 10:00:00;€ € 369,93
24/09/2022 9:00:00;€ € 375,31
24/09/2022 8:00:00;€ € 371,28
24/09/2022 7:00:00;€ € 372,60
24/09/2022 6:00:00;€ € 346,30
24/09/2022 5:00:00;€ € 314,54
24/09/2022 4:00:00;€ € 306,29
24/09/2022 3:00:00;€ € 307,23
24/09/2022 2:00:00;€ € 312,03
24/09/2022 1:00:00;€ € 344,12
24/09/2022 0:00:00;€ € 377,94
23/09/2022 23:00:00;€ € 359,75
23/09/2022 22:00:00;€ € 387,80
23/09/2022 21:00:00;€ € 384,99
23/09/2022 20:00:00;€ € 436,63
23/09/2022 19:00:00;€ € 476,92
23/09/2022 18:00:00;€ € 460,13
23/09/2022 17:00:00;€ € 422,09
23/09/2022 16:00:00;€ € 387,30
23/09/2022 15:00:00;€ € 358,82
23/09/2022 14:00:00;€ € 332,81
23/09/2022 13:00:00;€ € 294,05
23/09/2022 12:00:00;€ € 317,86
23/09/2022 11:00:00;€ € 345,65
23/09/2022 10:00:00;€ € 372,16
23/09/2022 9:00:00;€ € 320,73
23/09/2022 8:00:00;€ € 412,77
23/09/2022 7:00:00;€ € 453,32
23/09/2022 6:00:00;€ € 410,66
23/09/2022 5:00:00;€ € 324,57
23/09/2022 4:00:00;€ € 303,12
23/09/2022 3:00:00;€ € 300,48
23/09/2022 2:00:00;€ € 312,58
23/09/2022 1:00:00;€ € 322,86
23/09/2022 0:00:00;€ € 352,56
22/09/2022 23:00:00;€ € 378,69
22/09/2022 22:00:00;€ € 396,34
22/09/2022 21:00:00;€ € 418,38
22/09/2022 20:00:00;€ € 510,00
22/09/2022 19:00:00;€ € 600,00
22/09/2022 18:00:00;€ € 480,84
22/09/2022 17:00:00;€ € 437,74
22/09/2022 16:00:00;€ € 377,24
22/09/2022 15:00:00;€ € 261,30
22/09/2022 14:00:00;€ € 261,30
22/09/2022 13:00:00;€ € 176,08
22/09/2022 12:00:00;€ € 229,20
22/09/2022 11:00:00;€ € 324,99
22/09/2022 10:00:00;€ € 320,69
22/09/2022 9:00:00;€ € 387,88
22/09/2022 8:00:00;€ € 495,83
22/09/2022 7:00:00;€ € 536,03
22/09/2022 6:00:00;€ € 435,10
22/09/2022 5:00:00;€ € 360,00
22/09/2022 4:00:00;€ € 322,20
22/09/2022 3:00:00;€ € 310,94
22/09/2022 2:00:00;€ € 330,08
22/09/2022 1:00:00;€ € 339,41
22/09/2022 0:00:00;€ € 373,07
21/09/2022 23:00:00;€ € 349,39
21/09/2022 22:00:00;€ € 370,00
21/09/2022 21:00:00;€ € 403,66
21/09/2022 20:00:00;€ € 490,53
21/09/2022 19:00:00;€ € 574,51
21/09/2022 18:00:00;€ € 470,00
21/09/2022 17:00:00;€ € 366,62
21/09/2022 16:00:00;€ € 331,96
21/09/2022 15:00:00;€ € 300,07
21/09/2022 14:00:00;€ € 277,76
21/09/2022 13:00:00;€ € 244,70
21/09/2022 12:00:00;€ € 223,20
21/09/2022 11:00:00;€ € 267,20
21/09/2022 10:00:00;€ € 314,35
21/09/2022 9:00:00;€ € 364,78
21/09/2022 8:00:00;€ € 488,17
21/09/2022 7:00:00;€ € 534,75
21/09/2022 6:00:00;€ € 364,98
21/09/2022 5:00:00;€ € 326,92
21/09/2022 4:00:00;€ € 297,28
21/09/2022 3:00:00;€ € 299,58
21/09/2022 2:00:00;€ € 299,54
21/09/2022 1:00:00;€ € 299,58
21/09/2022 0:00:00;€ € 310,30
20/09/2022 23:00:00;€ € 344,60
20/09/2022 22:00:00;€ € 388,20
20/09/2022 21:00:00;€ € 429,90
20/09/2022 20:00:00;€ € 427,29
20/09/2022 19:00:00;€ € 530,72
20/09/2022 18:00:00;€ € 469,05
20/09/2022 17:00:00;€ € 411,58
20/09/2022 16:00:00;€ € 335,46
20/09/2022 15:00:00;€ € 298,03
20/09/2022 14:00:00;€ € 258,28
20/09/2022 13:00:00;€ € 254,73
20/09/2022 12:00:00;€ € 278,72
20/09/2022 11:00:00;€ € 303,61
20/09/2022 10:00:00;€ € 334,01
20/09/2022 9:00:00;€ € 327,49
20/09/2022 8:00:00;€ € 408,97
20/09/2022 7:00:00;€ € 433,00
20/09/2022 6:00:00;€ € 375,00
20/09/2022 5:00:00;€ € 278,30
20/09/2022 4:00:00;€ € 260,10
20/09/2022 3:00:00;€ € 262,47
20/09/2022 2:00:00;€ € 278,20
20/09/2022 1:00:00;€ € 260,10
20/09/2022 0:00:00;€ € 261,77
19/09/2022 23:00:00;€ € 296,69
19/09/2022 22:00:00;€ € 342,68
19/09/2022 21:00:00;€ € 375,00
19/09/2022 20:00:00;€ € 420,05
19/09/2022 19:00:00;€ € 442,05
19/09/2022 18:00:00;€ € 407,43
19/09/2022 17:00:00;€ € 350,00
19/09/2022 16:00:00;€ € 205,00
19/09/2022 15:00:00;€ € 139,46
19/09/2022 14:00:00;€ € 193,10
19/09/2022 13:00:00;€ € 220,41
19/09/2022 12:00:00;€ € 247,39
19/09/2022 11:00:00;€ € 263,60
19/09/2022 10:00:00;€ € 322,60
19/09/2022 9:00:00;€ € 338,08
19/09/2022 8:00:00;€ € 415,38
19/09/2022 7:00:00;€ € 399,71
19/09/2022 6:00:00;€ € 344,87
19/09/2022 5:00:00;€ € 171,81
19/09/2022 4:00:00;€ € 111,17
19/09/2022 3:00:00;€ € 133,37
19/09/2022 2:00:00;€ € 166,29
19/09/2022 1:00:00;€ € 150,94
19/09/2022 0:00:00;€ € 119,16
18/09/2022 23:00:00;€ € 207,00
18/09/2022 22:00:00;€ € 208,19
18/09/2022 21:00:00;€ € 247,59
18/09/2022 20:00:00;€ € 297,05
18/09/2022 19:00:00;€ € 252,00
18/09/2022 18:00:00;€ € 198,91
18/09/2022 17:00:00;€ € 117,83
18/09/2022 16:00:00;€ € 57,40
18/09/2022 15:00:00;€ € 39,97
18/09/2022 14:00:00;€ € 46,84
18/09/2022 13:00:00;€ € 56,29
18/09/2022 12:00:00;€ € 102,61
18/09/2022 11:00:00;€ € 114,98
18/09/2022 10:00:00;€ € 136,00
18/09/2022 9:00:00;€ € 151,37
18/09/2022 8:00:00;€ € 143,42
18/09/2022 7:00:00;€ € 136,00
18/09/2022 6:00:00;€ € 122,57
18/09/2022 5:00:00;€ € 103,26
18/09/2022 4:00:00;€ € 106,57
18/09/2022 3:00:00;€ € 106,98
18/09/2022 2:00:00;€ € 128,29
18/09/2022 1:00:00;€ € 126,65
18/09/2022 0:00:00;€ € 110,00
17/09/2022 23:00:00;€ € 150,90
17/09/2022 22:00:00;€ € 106,01
17/09/2022 21:00:00;€ € 120,08
17/09/2022 20:00:00;€ € 189,42
17/09/2022 19:00:00;€ € 196,30
17/09/2022 18:00:00;€ € 142,42
17/09/2022 17:00:00;€ € 140,69
17/09/2022 16:00:00;€ € 44,74
17/09/2022 15:00:00;€ € 2,00
17/09/2022 14:00:00;€ € -9,06
17/09/2022 13:00:00;€ € 5,09
17/09/2022 12:00:00;€ € 51,89
17/09/2022 11:00:00;€ € 63,72
17/09/2022 10:00:00;€ € 87,68
17/09/2022 9:00:00;€ € 87,05
17/09/2022 8:00:00;€ € 121,49
17/09/2022 7:00:00;€ € 134,26
17/09/2022 6:00:00;€ € 104,38
17/09/2022 5:00:00;€ € 96,64
17/09/2022 4:00:00;€ € 81,61
17/09/2022 3:00:00;€ € 98,53
17/09/2022 2:00:00;€ € 106,00
17/09/2022 1:00:00;€ € 95,56
17/09/2022 0:00:00;€ € 126,28
16/09/2022 23:00:00;€ € 205,49
16/09/2022 22:00:00;€ € 179,32
16/09/2022 21:00:00;€ € 216,06
16/09/2022 20:00:00;€ € 350,00
16/09/2022 19:00:00;€ € 370,23
16/09/2022 18:00:00;€ € 336,06
16/09/2022 17:00:00;€ € 192,88
16/09/2022 16:00:00;€ € 120,00
16/09/2022 15:00:00;€ € 127,50
16/09/2022 14:00:00;€ € 38,19
16/09/2022 13:00:00;€ € 0,00
16/09/2022 12:00:00;€ € 80,95
16/09/2022 11:00:00;€ € 150,01
16/09/2022 10:00:00;€ € 202,00
16/09/2022 9:00:00;€ € 436,84
16/09/2022 8:00:00;€ € 493,56
16/09/2022 7:00:00;€ € 453,63
16/09/2022 6:00:00;€ € 354,10
16/09/2022 5:00:00;€ € 235,00
16/09/2022 4:00:00;€ € 234,74
16/09/2022 3:00:00;€ € 232,63
16/09/2022 2:00:00;€ € 258,41
16/09/2022 1:00:00;€ € 283,72
16/09/2022 0:00:00;€ € 330,89
15/09/2022 23:00:00;€ € 361,24
15/09/2022 22:00:00;€ € 369,30
15/09/2022 21:00:00;€ € 426,75
15/09/2022 20:00:00;€ € 465,90
15/09/2022 19:00:00;€ € 481,83
15/09/2022 18:00:00;€ € 457,80
15/09/2022 17:00:00;€ € 330,21
15/09/2022 16:00:00;€ € 350,00
15/09/2022 15:00:00;€ € 369,29
15/09/2022 14:00:00;€ € 369,29
15/09/2022 13:00:00;€ € 398,68
15/09/2022 12:00:00;€ € 369,29
15/09/2022 11:00:00;€ € 436,48
15/09/2022 10:00:00;€ € 463,80
15/09/2022 9:00:00;€ € 474,62
15/09/2022 8:00:00;€ € 500,10
15/09/2022 7:00:00;€ € 470,35
15/09/2022 6:00:00;€ € 450,00
15/09/2022 5:00:00;€ € 330,55
15/09/2022 4:00:00;€ € 278,13
15/09/2022 3:00:00;€ € 301,87
15/09/2022 2:00:00;€ € 317,25
15/09/2022 1:00:00;€ € 338,77
15/09/2022 0:00:00;€ € 391,63
14/09/2022 23:00:00;€ € 356,17
14/09/2022 22:00:00;€ € 420,69
14/09/2022 21:00:00;€ € 460,34
14/09/2022 20:00:00;€ € 538,08
14/09/2022 19:00:00;€ € 621,62
14/09/2022 18:00:00;€ € 530,89
14/09/2022 17:00:00;€ € 490,01
14/09/2022 16:00:00;€ € 430,87
14/09/2022 15:00:00;€ € 375,17
14/09/2022 14:00:00;€ € 340,73
14/09/2022 13:00:00;€ € 454,35
14/09/2022 12:00:00;€ € 478,23
14/09/2022 11:00:00;€ € 501,62
14/09/2022 10:00:00;€ € 503,70
14/09/2022 9:00:00;€ € 545,08
14/09/2022 8:00:00;€ € 544,57
14/09/2022 7:00:00;€ € 503,84
14/09/2022 6:00:00;€ € 435,08
14/09/2022 5:00:00;€ € 364,48
14/09/2022 4:00:00;€ € 338,66
14/09/2022 3:00:00;€ € 335,64
14/09/2022 2:00:00;€ € 339,90
14/09/2022 1:00:00;€ € 329,47
14/09/2022 0:00:00;€ € 345,08
13/09/2022 23:00:00;€ € 387,53
13/09/2022 22:00:00;€ € 429,99
13/09/2022 21:00:00;€ € 459,13
13/09/2022 20:00:00;€ € 546,51
13/09/2022 19:00:00;€ € 564,80
13/09/2022 18:00:00;€ € 515,08
13/09/2022 17:00:00;€ € 512,05
13/09/2022 16:00:00;€ € 420,00
13/09/2022 15:00:00;€ € 389,36
13/09/2022 14:00:00;€ € 362,56
13/09/2022 13:00:00;€ € 364,93
13/09/2022 12:00:00;€ € 394,57
13/09/2022 11:00:00;€ € 430,36
13/09/2022 10:00:00;€ € 436,78
13/09/2022 9:00:00;€ € 463,27
13/09/2022 8:00:00;€ € 481,34
13/09/2022 7:00:00;€ € 455,80
13/09/2022 6:00:00;€ € 423,23
